study_hours,attendance_pct,sleep_hours,prev_marks,assignment_completion,distraction_score,subject_difficulty,coaching_type,revision_freq,final_marks
4.49448142616835,48.31939786151342,7.003971147985149,68.61927155583666,72.02679239473956,3.7364081846669848,4,0,2,60.654721392968206
11.408571676918994,47.28851593503999,8.638026305099904,32.928977157887466,68.72830044131277,3.3291209623140325,3,0,1,77.15337292855854
8.783927301736862,93.43782063647257,8.321126508531114,85.42959225161111,9.575419866335766,1.7615391250286005,5,1,3,76.2278415901284
7.183901810364439,47.46823398946543,4.077299332856416,65.98371793019311,92.25724049058,6.07266670101488,1,0,3,69.38087356153727
1.8722236853092382,49.03648082900417,4.044746288190318,31.79029126677157,56.84722021568196,4.766241605086289,2,1,3,22.13215175786514
1.8719342440344318,83.15787836925746,4.877220574214393,92.17535431109052,36.372552113568425,8.657009923240036,3,1,3,44.15731210640901
0.6970033460183935,61.481788971537796,5.52752308438726,58.87740975014905,75.65385834953067,0.32109580482058253,1,0,3,49.004983241584355
10.394113749299223,84.36973898686269,5.859189069859378,25.467383890374126,25.736545840163405,6.438679275551263,1,1,4,63.58967549715896
7.213380140918506,34.575631029506965,7.757880517833417,67.01246783113004,69.35098370463204,7.629488785115611,2,0,6,60.307426893517814
8.496870933552547,64.12998355713691,3.3967630251608476,38.98991802596076,3.971120757224722,7.59486569188307,2,1,2,46.44347489091426
0.24701393154962936,32.35295201282978,3.2427089295824647,80.27700889079767,83.9408037609272,8.860739670955251,4,1,1,27.694656180816093
11.638918225943932,34.38572424187482,5.743373940607363,81.3366555174643,44.81708470213185,7.290337428294941,5,0,3,68.56045312810159
9.98931168960506,93.45062173410876,7.880145844965863,93.42105168909964,63.66929143579417,9.278100616476962,3,0,4,76.95648104145981
2.548069328139314,39.74717597823166,4.354047400695378,57.64021482683778,22.123781980668365,3.3265659982089146,5,1,7,48.67580046335443
2.1818996064852074,67.2694477592652,7.490531368793762,54.12176597958028,67.7073712658448,5.032094167515431,3,1,7,57.47227713882583
2.200854118241206,58.77669218204946,4.818796965582097,76.51067040848605,77.22402758932766,0.14079663282890675,1,1,5,84.38566481370624
3.6509069155144527,54.31403283811899,9.202602761694614,29.935299225644492,47.321318688439874,0.06957587303291213,2,0,4,63.038600726199974
6.297077179586854,92.98833419810907,9.269829609866315,61.01866353448432,61.77269240617943,2.401266204515199,2,0,4,80.0036732740616
5.18334022370539,31.527637774284266,5.081010429969286,60.96857000981382,45.63259238223986,1.0080719713908526,1,0,2,56.84392070813322
3.494749682376503,76.46527803229124,4.6099562777426835,26.710484210779043,89.40913692578455,2.602113679357536,1,0,3,46.61547074541276
7.342234736668553,97.43761039494854,5.879127804463619,51.34880641301852,49.78691805143192,1.770432945283974,3,1,4,78.55793080156144
1.673926327824502,69.21177284232894,4.683721096261041,83.99635989254014,84.18087090288189,0.2852002483864824,1,1,6,75.91584699323187
3.505735782422618,95.57757234231643,7.706686903041925,84.21152164959952,80.13520582702486,9.093041464060494,3,1,4,69.90566366072771
4.3963421195243,33.65805155002166,8.782452791837999,27.442824868976075,41.050482134835654,0.08223131388891525,5,1,3,43.89315262623009
5.472839810604431,59.31553233519129,7.7116449163785195,26.804066206087313,23.008449185747505,7.360821443370854,2,1,2,38.959842395627305
9.422111536716162,48.21104536734358,8.770453130745446,39.702160775145146,40.6082132559771,1.5214788691951653,2,0,4,65.7737328171431
2.396085385900317,81.15746754865108,5.778945135452319,85.6074546915495,82.62173757752201,9.122296219996,2,0,1,45.884236707909864
6.170813260963339,98.69079633480726,4.094218794962027,29.66769388051242,22.763253581939235,8.927959395898858,5,1,0,35.91374742836872
7.108974826344509,47.957104371097344,8.165656631783145,73.99976019705846,52.44363458577494,6.539011463692574,5,1,7,71.9717266530191
0.5574049526399727,75.79222210318521,5.523321535990878,27.58742147098274,80.60967479607474,6.722341498006052,4,1,5,22.994175994766934
7.29053822281726,43.86683429318181,7.698895776603927,66.73533903108691,35.34774751283788,0.053391419696885434,3,1,0,81.10688416957736
2.0462894842474983,69.5731178200127,4.89450759387236,46.70504743393586,64.22096370026973,9.848715661136021,3,1,0,35.86609123507412
0.7806191158233542,62.47527406818353,3.568607443646709,79.16854722244003,24.56315740488145,8.778326035758145,4,1,2,24.101746164324908
11.38662644704,98.0403730742076,9.948072568414343,37.52678366190227,10.927944536815993,8.95106225730092,2,1,7,78.84467814200345
11.587584396894712,72.59690908875265,4.093410555514195,67.94013720424698,79.43842250928563,6.592445370508719,3,1,4,74.44233381461665
9.700768177397533,54.46544604607732,9.918946957744367,37.67619009319137,9.896862340870683,3.447869286545365,3,0,0,59.83845160061933
3.6553652300804482,37.986704942155335,9.840959527965131,73.52452123341153,27.13813950795846,8.936486490904809,2,1,0,48.81732847378612
1.1720653680766064,40.58727801144542,8.556726727356278,85.52585259205615,85.51094219974401,2.9151692815119237,1,1,7,75.5875278486849
8.210796318145883,45.772185096586455,7.615960734573983,29.510134934507,34.64692870786672,5.627115433422029,1,0,5,50.807037086794004
5.281829924875216,47.567666293820864,7.0446493517575925,84.99467664466276,97.30453495141612,0.997309723438824,4,0,3,72.4930191903534
